Episode,Train_Reward,Val_Reward,Epsilon,Learning_Rate
687,934.5999937728047,,0.01,5e-05
688,924.2000177130103,,0.01,5e-05
689,886.2542673423886,,0.01,5e-05
690,903.1999946683645,,0.01,5e-05
691,900.0999696180224,,0.01,5e-05
692,918.0000130236149,,0.01,5e-05
693,880.5825264528394,,0.01,5e-05
694,920.2999822869897,,0.01,5e-05
695,924.0000101700425,,0.01,5e-05
696,896.6442772373557,,0.01,5e-05
697,93.43065082281828,,0.01,5e-05
698,925.7000176385045,,0.01,5e-05
699,925.6999775841832,,0.01,5e-05
700,886.622060008347,769.7339055019636,0.01,5e-05
701,714.1892140507698,,0.01,5e-05
702,857.8312975168228,,0.01,5e-05
703,867.5090049281716,,0.01,5e-05
704,919.8000249192119,,0.01,5e-05
705,933.7000271528959,,0.01,5e-05
706,893.1972959414124,,0.01,5e-05
707,886.3481007441878,,0.01,5e-05
708,852.5423541292548,,0.01,5e-05
709,939.3999932706356,,0.01,5e-05
710,928.9999854415655,,0.01,5e-05
711,890.0331950187683,,0.01,5e-05
712,930.8999689370394,,0.01,5e-05
713,882.1428728252649,,0.01,5e-05
714,630.2631445676088,,0.01,5e-05
715,887.2204557582736,,0.01,5e-05
716,255.48171720653772,,0.01,5e-05
717,927.9000134393573,,0.01,5e-05
718,925.9000177383423,,0.01,5e-05
719,872.5609899833798,,0.01,5e-05
720,886.3945748209953,,0.01,5e-05
721,853.6679796427488,,0.01,5e-05
722,868.9655263125896,,0.01,5e-05
723,896.4664438962936,,0.01,5e-05
724,932.1000151187181,,0.01,5e-05
725,928.8999722599983,,0.01,5e-05
726,862.8252911940217,,0.01,5e-05
727,896.7532651051879,,0.01,5e-05
728,926.1999718397856,,0.01,5e-05
729,922.7999786436558,,0.01,5e-05
730,935.09999550879,,0.01,5e-05
731,800.3021211624146,,0.01,5e-05
732,893.3554540649056,,0.01,5e-05
733,876.5100494772196,,0.01,5e-05
734,938.9999711439013,,0.01,5e-05
735,924.5000177174807,,0.01,5e-05
736,925.2000090777874,,0.01,5e-05
737,936.4999690204859,,0.01,5e-05
738,935.3999931141734,,0.01,5e-05
739,901.49997536093,,0.01,5e-05
740,886.6666701287031,,0.01,5e-05
741,932.1000133305788,,0.01,5e-05
742,723.151146158576,,0.01,5e-05
743,908.7999863997102,,0.01,5e-05
744,869.6969836056232,,0.01,5e-05
745,856.5217256322503,,0.01,5e-05
746,890.2597586736083,,0.01,5e-05
747,889.3993058875203,,0.01,5e-05
748,234.3750086799264,,0.01,5e-05
749,927.9999950379133,,0.01,5e-05
750,588.6227528527379,,0.01,5e-05
751,890.6250290200114,,0.01,5e-05
752,893.5897681415081,,0.01,5e-05
753,923.2000188603997,,0.01,5e-05
754,896.5517338141799,,0.01,5e-05
755,935.6000271812081,,0.01,5e-05
756,890.0990044623613,,0.01,5e-05
757,866.4634286165237,,0.01,5e-05
758,892.8057502433658,,0.01,5e-05
759,932.5999907180667,,0.01,5e-05
760,881.6176526099443,,0.01,5e-05
761,935.0000135451555,,0.01,5e-05
762,875.6944327577949,,0.01,5e-05
763,888.6040165647864,,0.01,5e-05
764,931.4999715387821,,0.01,5e-05
765,924.0000310614705,,0.01,5e-05
766,876.6666696891189,,0.01,5e-05
767,914.7000025734305,,0.01,5e-05
768,883.9743832722306,,0.01,5e-05
769,889.3238196074963,,0.01,5e-05
770,922.2000312283635,,0.01,5e-05
771,767.0359921678901,,0.01,5e-05
772,567.8831919878721,,0.01,5e-05
773,890.2280396521091,,0.01,5e-05
774,889.3238196074963,,0.01,5e-05
775,875.6944326609373,,0.01,5e-05
776,928.0000100359321,,0.01,5e-05
777,889.0510670244694,,0.01,5e-05
778,923.5999995991588,,0.01,5e-05
779,924.9999700561166,,0.01,5e-05
780,493.7500168159604,,0.01,5e-05
781,870.000003375113,,0.01,5e-05
782,730.0653338730335,,0.01,5e-05
783,889.9665415734053,,0.01,5e-05
784,884.3750287294388,,0.01,5e-05
785,504.9821915626526,,0.01,5e-05
786,748.3964899405837,,0.01,5e-05
787,812.225703895092,,0.01,5e-05
788,896.6887097880244,,0.01,5e-05
789,866.6666864678264,,0.01,5e-05
790,876.5395637527108,,0.01,5e-05
791,881.0606200098991,,0.01,5e-05
792,930.9999855682254,,0.01,5e-05
793,936.3000236526132,,0.01,5e-05
794,865.3979074209929,,0.01,5e-05
795,890.2597587704659,,0.01,5e-05
796,848.4848677814007,,0.01,5e-05
797,343.7689963951707,,0.01,5e-05
798,839.0244038701057,,0.01,5e-05
799,876.5100492835045,,0.01,5e-05
800,431.56144627183676,754.9139102084562,0.01,5e-05
801,926.2999823763967,,0.01,5e-05
802,885.7143013626337,,0.01,5e-05
803,896.610149949789,,0.01,5e-05
804,889.5104746595025,,0.01,5e-05
805,220.98764552921057,,0.01,5e-05
806,922.0000090301037,,0.01,5e-05
807,896.5034815594554,,0.01,5e-05
808,941.8000249266624,,0.01,5e-05
809,680.7807725295424,,0.01,5e-05
810,879.0940584391356,,0.01,5e-05
811,848.5530788376927,,0.01,5e-05
812,926.3999823704362,,0.01,5e-05
813,871.6312017068267,,0.01,5e-05
814,721.0526447296143,,0.01,5e-05
815,935.000027269125,,0.01,5e-05
816,929.4999780207872,,0.01,5e-05
817,887.3015578463674,,0.01,5e-05
818,934.1999760717154,,0.01,5e-05
819,929.4999885037541,,0.01,5e-05
820,874.6376655623317,,0.01,5e-05
821,932.8999845311046,,0.01,5e-05
822,886.3481001704931,,0.01,5e-05
823,652.8089714050293,,0.01,5e-05
824,844.6366619691253,,0.01,5e-05
825,575.4966668635607,,0.01,5e-05
826,937.5000150054693,,0.01,5e-05
827,885.9155146330595,,0.01,5e-05
828,930.9999885261059,,0.01,5e-05
829,879.3103541135788,,0.01,5e-05
830,928.2000176757574,,0.01,5e-05
831,887.8542242199183,,0.01,5e-05
832,931.1999812200665,,0.01,5e-05
833,831.972805082798,,0.01,5e-05
834,884.496131926775,,0.01,5e-05
835,863.8988967910409,,0.01,5e-05
836,926.0000311881304,,0.01,5e-05
837,934.2999784722924,,0.01,5e-05
838,926.7000101134181,,0.01,5e-05
839,876.4705995023251,,0.01,5e-05
840,872.789132386446,,0.01,5e-05
841,934.3000075146556,,0.01,5e-05
842,879.0940584391356,,0.01,5e-05
843,934.2000061944127,,0.01,5e-05
844,933.7999966666102,,0.01,5e-05
845,876.676371768117,,0.01,5e-05
846,893.2659713178873,,0.01,5e-05
847,913.599968098104,,0.01,5e-05
848,934.4999908432364,,0.01,5e-05
849,932.2999954670668,,0.01,5e-05
850,902.2000225633383,,0.01,5e-05
851,929.3999763801694,,0.01,5e-05
852,926.1000040173531,,0.01,5e-05
853,926.6999737769365,,0.01,5e-05
854,896.6101498529315,,0.01,5e-05
855,272.7810627296567,,0.01,5e-05
856,499.2366218864918,,0.01,5e-05
857,878.8732607513666,,0.01,5e-05
858,935.9000134840608,,0.01,5e-05
859,612.1212218552828,,0.01,5e-05
860,521.8750176876783,,0.01,5e-05
861,928.199972577393,,0.01,5e-05
862,928.7999722883105,,0.01,5e-05
863,926.500031195581,,0.01,5e-05
864,932.5999846234918,,0.01,5e-05
865,925.9999823644757,,0.01,5e-05
866,923.3999996930361,,0.01,5e-05
867,922.6000249609351,,0.01,5e-05
868,448.9614434465766,,0.01,5e-05
869,929.5000147894025,,0.01,5e-05
870,886.5319650098681,,0.01,5e-05
871,922.5000274330378,,0.01,5e-05
872,853.0201169773936,,0.01,5e-05
873,941.4999825283885,,0.01,5e-05
874,927.8000177666545,,0.01,5e-05
875,859.7315259724855,,0.01,5e-05
876,896.6666702777147,,0.01,5e-05
877,896.4538967832923,,0.01,5e-05
878,874.8427792713046,,0.01,5e-05
879,892.8571586310863,,0.01,5e-05
880,714.2857270166278,,0.01,5e-05
881,896.9135567992926,,0.01,5e-05
882,933.2999764382839,,0.01,5e-05
883,929.1000101491809,,0.01,5e-05
884,896.7213108167052,,0.01,5e-05
885,875.1773008927703,,0.01,5e-05
886,928.9999952539802,,0.01,5e-05
887,888.7640224918723,,0.01,5e-05
888,921.5999701172113,,0.01,5e-05
889,886.754935644567,,0.01,5e-05
890,894.134870827198,,0.01,5e-05
891,920.4000253155828,,0.01,5e-05
892,875.609770424664,,0.01,5e-05
893,930.5999809503555,,0.01,5e-05
894,892.2179200947285,,0.01,5e-05
895,928.9000177830458,,0.01,5e-05
896,863.3333367705345,,0.01,5e-05
897,885.4545347765088,,0.01,5e-05
898,923.1000089496374,,0.01,5e-05
899,921.3000025749207,,0.01,5e-05
900,874.169732041657,851.220721951065,0.01,5e-05
901,938.9000151231885,,0.01,5e-05
902,439.82301742583513,,0.01,5e-05
903,923.2999679297209,,0.01,5e-05
904,892.9328748434782,,0.01,5e-05
905,890.3226156830788,,0.01,5e-05
906,888.7218188717961,,0.01,5e-05
907,893.2432738244534,,0.01,5e-05
908,890.1639337614179,,0.01,5e-05
909,934.5999796465039,,0.01,5e-05
910,867.5324854850769,,0.01,5e-05
911,903.8999892473221,,0.01,5e-05
912,929.9999812021852,,0.01,5e-05
913,231.12581671774387,,0.01,5e-05
914,930.0000102594495,,0.01,5e-05
915,883.6601005122066,,0.01,5e-05
916,421.0083899721503,,0.01,5e-05
917,339.189201772213,,0.01,5e-05
918,892.753607429564,,0.01,5e-05
919,892.5926000103354,,0.01,5e-05
920,893.377451993525,,0.01,5e-05
921,889.9665413796902,,0.01,5e-05
922,931.2999964356422,,0.01,5e-05
923,879.7979585081339,,0.01,5e-05
924,926.2999722510576,,0.01,5e-05
925,900.1000056862831,,0.01,5e-05
926,889.8989682123065,,0.01,5e-05
927,838.3561382889748,,0.01,5e-05
928,874.8953574150801,,0.01,5e-05
929,890.0331950187683,,0.01,5e-05
930,881.8731184825301,,0.01,5e-05
931,942.2999825403094,,0.01,5e-05
932,940.000023804605,,0.01,5e-05
933,256.6879059895873,,0.01,5e-05
934,893.0069780126214,,0.01,5e-05
935,875.7575955688953,,0.01,5e-05
936,878.7234003692865,,0.01,5e-05
937,893.9024537503719,,0.01,5e-05
938,936.8000150918961,,0.01,5e-05
939,851.672874674201,,0.01,5e-05
940,886.486516751349,,0.01,5e-05
941,884.2271649539471,,0.01,5e-05
942,933.70001514256,,0.01,5e-05
943,742.7673058062792,,0.01,5e-05
944,818.0327857658267,,0.01,5e-05
945,931.0999730825424,,0.01,5e-05
946,905.9999840334058,,0.01,5e-05
947,872.7891321927309,,0.01,5e-05
948,847.0198383107781,,0.01,5e-05
949,923.9000358507037,,0.01,5e-05
950,896.7105083540082,,0.01,5e-05
951,892.8571586310863,,0.01,5e-05
952,929.69998241961,,0.01,5e-05
953,882.2694994583726,,0.01,5e-05
954,869.0402535125613,,0.01,5e-05
955,892.6470641642809,,0.01,5e-05
956,928.5999809205532,,0.01,5e-05
957,721.1920273005962,,0.01,5e-05
958,896.6555045098066,,0.01,5e-05
959,883.1223162636161,,0.01,5e-05
960,929.499990478158,,0.01,5e-05
961,934.9999795556068,,0.01,5e-05
962,893.5691567510366,,0.01,5e-05
963,714.589665748179,,0.01,5e-05
964,937.5000087022781,,0.01,5e-05
965,896.2686770930886,,0.01,5e-05
966,874.7634420990944,,0.01,5e-05
967,882.1428386196494,,0.01,5e-05
968,592.3076814115047,,0.01,5e-05
969,390.6250135228038,,0.01,5e-05
970,927.800016798079,,0.01,5e-05
971,872.9730028957129,,0.01,5e-05
972,848.7179718911648,,0.01,5e-05
973,930.4000071659684,,0.01,5e-05
974,876.666670076549,,0.01,5e-05
975,896.4538967832923,,0.01,5e-05
976,836.6197386234999,,0.01,5e-05
977,928.7999722063541,,0.01,5e-05
978,881.4241548329592,,0.01,5e-05
979,929.4999730587006,,0.01,5e-05
980,892.9577683210373,,0.01,5e-05
981,886.6220598146319,,0.01,5e-05
982,928.7000177800655,,0.01,5e-05
983,689.830492541194,,0.01,5e-05
984,886.5771632120013,,0.01,5e-05
985,853.3074134513736,,0.01,5e-05
986,694.9527097940445,,0.01,5e-05
987,878.9156323373318,,0.01,5e-05
988,889.4366414770484,,0.01,5e-05
989,854.0636162310839,,0.01,5e-05
990,870.1492488309741,,0.01,5e-05
991,886.3481011241674,,0.01,5e-05
992,691.2457736507058,,0.01,5e-05
993,849.6855462118983,,0.01,5e-05
994,890.2280398458242,,0.01,5e-05
995,518.1229777112603,,0.01,5e-05
996,883.8710024431348,,0.01,5e-05
997,884.0764574185014,,0.01,5e-05
998,881.7073315009475,,0.01,5e-05
999,934.3000151515007,,0.01,5e-05
1000,881.5951066315174,862.7401498859435,0.01,5e-05
1001,925.5000100955367,,0.01,5e-05
1002,877.3462803885341,,0.01,5e-05
1003,886.4865169450641,,0.01,5e-05
1004,559.7633106559515,,0.01,5e-05
1005,733.8658214956522,,0.01,5e-05
1006,889.8648953363299,,0.01,5e-05
1007,878.1021618396044,,0.01,5e-05
1008,892.278019271791,,0.01,5e-05
1009,773.015866830945,,0.01,5e-05
1010,875.3521340042353,,0.01,5e-05
1011,224.07406596839428,,0.01,5e-05
1012,893.1972959414124,,0.01,5e-05
1013,896.688710168004,,0.01,5e-05
1014,886.0139713063836,,0.01,5e-05
1015,896.3898708969355,,0.01,5e-05
1016,893.311023041606,,0.01,5e-05
1017,881.412651963532,,0.01,5e-05
1018,282.67147121578455,,0.01,5e-05
1019,896.8253667131066,,0.01,5e-05
1020,930.7000306993723,,0.01,5e-05
1021,233.33332677185535,,0.01,5e-05
1022,928.7999950498343,,0.01,5e-05
1023,930.1000149920583,,0.01,5e-05
1024,896.7105080634356,,0.01,5e-05
1025,886.0139711126685,,0.01,5e-05
1026,872.4138023108244,,0.01,5e-05
1027,512.4567363858223,,0.01,5e-05
1028,905.7000130340457,,0.01,5e-05
1029,926.5000275895,,0.01,5e-05
1030,881.1912212595344,,0.01,5e-05
1031,397.0059863999486,,0.01,5e-05
1032,694.788294903934,,0.01,5e-05
1033,933.7999952286482,,0.01,5e-05
1034,932.3999797105789,,0.01,5e-05
1035,881.012691989541,,0.01,5e-05
1036,935.9000270888209,,0.01,5e-05
1037,524.293784596026,,0.01,5e-05
1038,940.4000136256218,,0.01,5e-05
1039,867.261886395514,,0.01,5e-05
1040,874.3590037822723,,0.01,5e-05
1041,389.73605713248253,,0.01,5e-05
1042,868.5534711033106,,0.01,5e-05
1043,858.188135445118,,0.01,5e-05
1044,914.40001475811,,0.01,5e-05
1045,889.4737003073096,,0.01,5e-05
1046,212.7035902813077,,0.01,5e-05
1047,873.4218997880816,,0.01,5e-05
1048,508.2089671045542,,0.01,5e-05
1049,929.0999854430556,,0.01,5e-05
1050,816.9674897491932,,0.01,5e-05
1051,704.4164326488972,,0.01,5e-05
1052,940.9000135362148,,0.01,5e-05
1053,873.782749786973,,0.01,5e-05
1054,839.1635230258107,,0.01,5e-05
1055,890.3226158767939,,0.01,5e-05
1056,932.3000085279346,,0.01,5e-05
1057,906.5999723374844,,0.01,5e-05
1058,868.7499882876873,,0.01,5e-05
1059,874.9216283932328,,0.01,5e-05
1060,396.794883325696,,0.01,5e-05
1061,863.4551230296493,,0.01,5e-05
1062,889.6906933635473,,0.01,5e-05
1063,858.3333567604423,,0.01,5e-05
1064,871.7314611077309,,0.01,5e-05
1065,862.5850500762463,,0.01,5e-05
1066,893.1506573557854,,0.01,5e-05
1067,884.0637376978993,,0.01,5e-05
1068,893.3993344828486,,0.01,5e-05
1069,901.799961104989,,0.01,5e-05
1070,871.9298404380679,,0.01,5e-05
1071,922.8000038713217,,0.01,5e-05
1072,869.1357785463333,,0.01,5e-05
1073,921.1000258922577,,0.01,5e-05
1074,750.5337868779898,,0.01,5e-05
1075,870.0000031813979,,0.01,5e-05
1076,881.6850113421679,,0.01,5e-05
1077,931.2000101804733,,0.01,5e-05
1078,864.5161628723145,,0.01,5e-05
1079,830.0000030696392,,0.01,5e-05
1080,889.4366412833333,,0.01,5e-05
1081,886.2069059163332,,0.01,5e-05
1082,867.1532574146986,,0.01,5e-05
1083,835.9430379346013,,0.01,5e-05
1084,766.4259743764997,,0.01,5e-05
1085,385.40144523978233,,0.01,5e-05
1086,875.0889441147447,,0.01,5e-05
1087,849.6644122377038,,0.01,5e-05
1088,864.5161630138755,,0.01,5e-05
1089,843.2624072507024,,0.01,5e-05
1090,924.8000358641148,,0.01,5e-05
1091,881.6513501033187,,0.01,5e-05
1092,873.1343233510852,,0.01,5e-05
1093,886.062699533999,,0.01,5e-05
1094,896.6329748108983,,0.01,5e-05
1095,345.9459587484598,,0.01,5e-05
1096,892.1875229179859,,0.01,5e-05
1097,857.2953506037593,,0.01,5e-05
1098,910.6999719664454,,0.01,5e-05
1099,881.4126520603895,,0.01,5e-05
1100,805.5943915694952,806.5267578240147,0.01,5e-05
1101,934.4999813660979,,0.01,5e-05
1102,889.0510662645102,,0.01,5e-05
1103,553.4954405501485,,0.01,5e-05
1104,890.0990042686462,,0.01,5e-05
1105,856.9536116942763,,0.01,5e-05
1106,879.0209640190005,,0.01,5e-05
1107,886.1110991239548,,0.01,5e-05
1108,471.90634594112635,,0.01,5e-05
1109,874.1935828253627,,0.01,5e-05
1110,886.0139713063836,,0.01,5e-05
1111,882.1429046392441,,0.01,5e-05
1112,868.0851024240255,,0.01,5e-05
1113,872.2222106680274,,0.01,5e-05
1114,929.8000313416123,,0.01,5e-05
1115,314.5454491749406,,0.01,5e-05
1116,871.6312019005418,,0.01,5e-05
1117,889.2086277604103,,0.01,5e-05
1118,459.3869763985276,,0.01,5e-05
1119,892.8571583405137,,0.01,5e-05
1120,889.2086277604103,,0.01,5e-05
1121,893.0555437877774,,0.01,5e-05
1122,875.609770424664,,0.01,5e-05
1123,919.6000072956085,,0.01,5e-05
1124,930.1000168323517,,0.01,5e-05
1125,877.2727454230189,,0.01,5e-05
1126,653.8461496755481,,0.01,5e-05
1127,595.3845947161317,,0.01,5e-05
1128,876.8211607411504,,0.01,5e-05
1129,889.5833214074373,,0.01,5e-05
1130,889.9328678548336,,0.01,5e-05
1131,854.1284157931805,,0.01,2.5e-05
1132,893.311023041606,,0.01,2.5e-05
1133,754.7854737192392,,0.01,2.5e-05
1134,905.0000147819519,,0.01,2.5e-05
1135,454.68751206994057,,0.01,2.5e-05
1136,875.0778652876616,,0.01,2.5e-05
1137,933.3999760597944,,0.01,2.5e-05
1138,860.7842842042446,,0.01,2.5e-05
1139,932.7000223994255,,0.01,2.5e-05
1140,823.303850479424,,0.01,2.5e-05
1141,839.4904692620039,,0.01,2.5e-05
1142,937.0999908819795,,0.01,2.5e-05
1143,941.700018748641,,0.01,2.5e-05
1144,873.9777077138424,,0.01,2.5e-05
1145,863.5761276632547,,0.01,2.5e-05
1146,889.3993060812354,,0.01,2.5e-05
1147,839.8734501823783,,0.01,2.5e-05
1148,860.1328639835119,,0.01,2.5e-05
1149,900.7999849244952,,0.01,2.5e-05
1150,934.899996586144,,0.01,2.5e-05
1151,937.2999716252089,,0.01,2.5e-05
1152,873.293803833425,,0.01,2.5e-05
1153,916.9000223577023,,0.01,2.5e-05
1154,857.7922253534198,,0.01,2.5e-05
1155,840.5940540581942,,0.01,2.5e-05
1156,874.3590037822723,,0.01,2.5e-05
1157,890.4153438732028,,0.01,2.5e-05
1158,864.1790996938944,,0.01,2.5e-05
1159,927.7999692708254,,0.01,2.5e-05
1160,881.1320876330137,,0.01,2.5e-05
1161,929.600022546947,,0.01,2.5e-05
1162,873.6841929405928,,0.01,2.5e-05
1163,870.588240377605,,0.01,2.5e-05
1164,910.5999851673841,,0.01,2.5e-05
1165,878.7234004661441,,0.01,2.5e-05
1166,893.1271190047264,,0.01,2.5e-05
1167,927.9999824985862,,0.01,2.5e-05
1168,911.0999881327152,,0.01,2.5e-05
1169,926.4999693185091,,0.01,2.5e-05
1170,935.4999953508377,,0.01,2.5e-05
1171,875.3521341979504,,0.01,2.5e-05
1172,904.5000097826123,,0.01,2.5e-05
1173,938.6999765187502,,0.01,2.5e-05
1174,933.7000134289265,,0.01,2.5e-05
1175,880.3278680816293,,0.01,2.5e-05
1176,889.3993060812354,,0.01,2.5e-05
1177,890.797560967505,,0.01,2.5e-05
1178,879.5918535068631,,0.01,2.5e-05
1179,876.5625224336982,,0.01,2.5e-05
1180,920.0000024586916,,0.01,2.5e-05
1181,891.2536311745644,,0.01,2.5e-05
1182,896.9879213348031,,0.01,2.5e-05
1183,874.921628780663,,0.01,2.5e-05
1184,602.7971916645765,,0.01,2.5e-05
1185,889.9328679516912,,0.01,2.5e-05
1186,882.3943877890706,,0.01,2.5e-05
1187,406.7113994807005,,0.01,2.5e-05
1188,924.5000297725201,,0.01,2.5e-05
1189,876.4309551119804,,0.01,2.5e-05
1190,730.1886891797185,,0.01,2.5e-05
1191,860.4316496402025,,0.01,2.5e-05
1192,870.9090802669525,,0.01,2.5e-05
1193,861.5384471565485,,0.01,2.5e-05
1194,935.5999867990613,,0.01,2.5e-05
1195,886.9707106649876,,0.01,2.5e-05
1196,932.000013500452,,0.01,2.5e-05
1197,827.1522877439857,,0.01,2.5e-05
1198,896.3636255860329,,0.01,2.5e-05
1199,866.1538182497025,,0.01,2.5e-05
1200,889.1696544289589,907.5374797052446,0.01,2.5e-05
1201,905.6000130102038,,0.01,2.5e-05
1202,934.1000165045261,,0.01,2.5e-05
1203,888.9298796206713,,0.01,2.5e-05
1204,923.399990580976,,0.01,2.5e-05
1205,889.1304189786315,,0.01,2.5e-05
1206,917.1999761983752,,0.01,2.5e-05
1207,882.993214212358,,0.01,2.5e-05
1208,207.69230239838362,,0.01,2.5e-05
1209,930.1999715194106,,0.01,2.5e-05
1210,896.8051204904914,,0.01,2.5e-05
1211,311.97183906286955,,0.01,2.5e-05
1212,870.7792386040092,,0.01,2.5e-05
1213,849.6644119471312,,0.01,2.5e-05
1214,732.8358161598444,,0.01,2.5e-05
1215,886.0626994371414,,0.01,2.5e-05
1216,856.9536113142967,,0.01,2.5e-05
1217,879.9330969750881,,0.01,2.5e-05
1218,936.8999944627285,,0.01,2.5e-05
1219,845.2054527923465,,0.01,2.5e-05
1220,925.3000351190567,,0.01,2.5e-05
1221,896.3370263651013,,0.01,2.5e-05
1222,882.9351311549544,,0.01,2.5e-05
1223,912.9000272899866,,0.01,2.5e-05
1224,873.9130040705204,,0.01,2.5e-05
1225,702.1201513186097,,0.01,2.5e-05
1226,649.1166169792414,,0.01,2.5e-05
1227,920.0999806001782,,0.01,2.5e-05
1228,846.7084623351693,,0.01,2.5e-05
1229,921.5000024810433,,0.01,2.5e-05
1230,940.4999954923987,,0.01,2.5e-05
1231,932.8999807909131,,0.01,2.5e-05
1232,886.1110993176699,,0.01,2.5e-05
1233,873.9777077138424,,0.01,2.5e-05
1234,832.3843195363879,,0.01,2.5e-05
1235,891.3792864978313,,0.01,2.5e-05
1236,853.6423542797565,,0.01,2.5e-05
1237,896.8553583920002,,0.01,2.5e-05
1238,941.1000211685896,,0.01,2.5e-05
1239,932.9000102058053,,0.01,2.5e-05
1240,892.6470641642809,,0.01,2.5e-05
1241,845.6869090050459,,0.01,2.5e-05
1242,922.6999835371971,,0.01,2.5e-05
1243,896.5277658775449,,0.01,2.5e-05
1244,862.8378672376275,,0.01,2.5e-05
1245,892.7797625660896,,0.01,2.5e-05
1246,867.0329960286617,,0.01,2.5e-05
1247,776.2215219065547,,0.01,2.5e-05
1248,875.5244608595967,,0.01,2.5e-05
1249,870.1492736265063,,0.01,2.5e-05
1250,873.0538903623819,,0.01,2.5e-05
1251,738.0952141210437,,0.01,2.5e-05
1252,882.5581554025412,,0.01,2.5e-05
1253,940.3999813571572,,0.01,2.5e-05
1254,933.8999966681004,,0.01,2.5e-05
1255,327.6094174236059,,0.01,2.5e-05
1256,889.830488666892,,0.01,2.5e-05
1257,870.4796952679753,,0.01,2.5e-05
1258,871.9298403412104,,0.01,2.5e-05
1259,358.7813523635268,,0.01,2.5e-05
1260,862.3188016414642,,0.01,2.5e-05
1261,893.2203194051981,,0.01,2.5e-05
1262,893.0069780126214,,0.01,2.5e-05
1263,890.0331950187683,,0.01,2.5e-05
1264,889.0510670244694,,0.01,2.5e-05
1265,893.311023041606,,0.01,2.5e-05
1266,924.9000366851687,,0.01,2.5e-05
1267,868.6410969421268,,0.01,2.5e-05
1268,886.4406585097313,,0.01,2.5e-05
1269,938.5000149235129,,0.01,2.5e-05
1270,590.8396729156375,,0.01,2.5e-05
1271,886.9707106649876,,0.01,2.5e-05
1272,638.7097031995654,,0.01,2.5e-05
1273,837.5000270828605,,0.01,2.5e-05
1274,879.1666550412774,,0.01,2.5e-05
1275,882.2694996520877,,0.01,2.5e-05
1276,871.6312017068267,,0.01,2.5e-05
1277,873.4218997880816,,0.01,2.5e-05
1278,939.4000169709325,,0.01,2.5e-05
1279,460.3448127657175,,0.01,2.5e-05
1280,876.1904929950833,,0.01,2.5e-05
1281,873.1800834015012,,0.01,2.5e-05
1282,905.6000159829855,,0.01,2.5e-05
1283,941.2000152543187,,0.01,2.5e-05
1284,877.4919864758849,,0.01,2.5e-05
1285,893.0555437877774,,0.01,2.5e-05
1286,713.620055809617,,0.01,2.5e-05
1287,823.6110999584198,,0.01,2.5e-05
1288,892.753607429564,,0.01,2.5e-05
1289,885.0187046006322,,0.01,2.5e-05
1290,865.3979072272778,,0.01,2.5e-05
1291,930.5000276491046,,0.01,2.5e-05
1292,934.8000132739544,,0.01,2.5e-05
1293,887.0968091115355,,0.01,2.5e-05
1294,206.39729864895344,,0.01,2.5e-05
1295,885.7651012092829,,0.01,2.5e-05
1296,518.7050325423479,,0.01,2.5e-05
1297,928.900002785027,,0.01,2.5e-05
1298,931.6000102832913,,0.01,2.5e-05
1299,880.1980143040419,,0.01,2.5e-05
1300,890.0661941990256,906.3341153470019,0.01,2.5e-05
1301,882.2694996520877,,0.01,2.5e-05
1302,882.1428725346923,,0.01,2.5e-05
1303,892.217920191586,,0.01,2.5e-05
1304,882.9932141155005,,0.01,2.5e-05
1305,861.2676266282797,,0.01,2.5e-05
1306,941.2000211700797,,0.01,2.5e-05
1307,934.0999760702252,,0.01,2.5e-05
1308,934.6999821439385,,0.01,2.5e-05
1309,859.8765195086598,,0.01,2.5e-05
1310,939.8000226989388,,0.01,2.5e-05
1311,889.8989682123065,,0.01,2.5e-05
1312,889.6906933635473,,0.01,2.5e-05
1313,861.8320307061076,,0.01,2.5e-05
1314,826.3158045262098,,0.01,2.5e-05
1315,893.6507640108466,,0.01,2.5e-05
1316,874.3590037822723,,0.01,2.5e-05
1317,896.5986567437649,,0.01,2.5e-05
1318,889.6193601414561,,0.01,2.5e-05
1319,854.3974199220538,,0.01,2.5e-05
1320,879.3388254195452,,0.01,2.5e-05
1321,939.2999898716807,,0.01,2.5e-05
1322,885.074646897614,,0.01,2.5e-05
1323,877.5641266927123,,0.01,2.5e-05
1324,939.9999690726399,,0.01,2.5e-05
1325,943.5000222846866,,0.01,2.5e-05
1326,887.1795116588473,,0.01,2.5e-05
1327,462.6822074726224,,0.01,2.5e-05
1328,870.4640893861651,,0.01,2.5e-05
1329,872.3183223456144,,0.01,2.5e-05
1330,896.4788952618837,,0.01,2.5e-05
1331,881.595106728375,,0.01,2.5e-05
1332,865.0349502190948,,0.01,2.5e-05
1333,874.1100344210863,,0.01,2.5e-05
1334,942.2000075355172,,0.01,2.5e-05
1335,463.7393933236599,,0.01,2.5e-05
1336,930.3999867215753,,0.01,2.5e-05
1337,890.0990044623613,,0.01,2.5e-05
1338,892.2480700835586,,0.01,2.5e-05
1339,911.5999946966767,,0.01,2.5e-05
1340,890.5363133624196,,0.01,2.5e-05
1341,851.3677814677358,,0.01,2.5e-05
1342,936.1000149846077,,0.01,2.5e-05
1343,944.000024959445,,0.01,2.5e-05
1344,924.8000350147486,,0.01,2.5e-05
1345,871.9298403412104,,0.01,2.5e-05
1346,883.0508280619979,,0.01,2.5e-05
